Timestamp;SP_Y1;SP_Y2;Y1;Y2;U1;U2;Is_Event_Y1;Is_Event_Y2;BETA_Y1;BETA_Y2;HMAX_Y1;HMAX_Y2
2.00001522898674e-07;0.5;0.3;0.2999;0.1647;0.1667;0.0667;1;1;0.015;0.015;5;6
0.00016689999029040337;0.5;0.3;0.4252;0.2494;0.1667;0.0667;1;1;0.015;0.015;5;6
0.00021329999435693026;0.5;0.3;0.4674;0.2809;0.1667;0.0667;1;1;0.015;0.015;5;6
0.00024129997473210096;0.5;0.3;0.4844;0.2927;0.1667;0.0667;1;1;0.015;0.015;5;6
0.00026459997752681375;0.5;0.3;0.4921;0.2972;0.1667;0.0667;1;1;0.015;0.015;5;6
0.00028629996813833714;0.5;0.3;0.4959;0.2989;0.1667;0.0667;1;1;0.015;0.015;5;6
0.00037809996865689754;0.5;0.3;0.4979;0.2996;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0004042999935336411;0.5;0.3;0.4989;0.2998;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0004216000088490546;0.5;0.3;0.4994;0.2999;0.1667;0.0667;1;1;0.015;0.015;5;6
0.00043750001350417733;0.5;0.3;0.4997;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0004729999927803874;0.5;0.3;0.4998;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0005091999773867428;0.5;0.3;0.4999;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0005298000178299844;0.5;0.3;0.4999;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.000547699979506433;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0005642999894917011;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0005803999956697226;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0005966000026091933;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0006128000095486641;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0006285000126808882;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0006442000158131123;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0006596000166609883;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0006755000213161111;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0007096999906934798;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0007511000148952007;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0007763999747112393;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0007944999961182475;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0008108000038191676;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0008270000107586384;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0008459999808110297;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0008613999816589057;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0008771999855525792;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0008941999985836446;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0009137999732047319;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0009298999793827534;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0009453999809920788;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0009606999810785055;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.000976799987256527;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0009923999896273017;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0010105000110343099;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0010361999738961458;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0010621999972499907;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0010885000228881836;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0011109000188298523;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0011270000250078738;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.001142699969932437;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.001158399973064661;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0011739999754354358;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0011894999770447612;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.001215800002682954;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0012450999929569662;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0012752999900840223;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.001305099984165281;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0013354999828152359;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.001366299984510988;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0014236000133678317;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0014593999949283898;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0014889999874867499;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0015072000096552074;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0015238000196404755;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.001540199969895184;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0015562999760732055;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0015715999761596322;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0015869999770075083;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0016021999763324857;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.001617699977941811;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0016332999803125858;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0016488999826833606;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0016642999835312366;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0016799999866634607;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0016957999905571342;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0017111999914050102;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0017266999930143356;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0017423999961465597;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0017578999977558851;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0017736000008881092;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0017894000047817826;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0018050000071525574;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0018206000095233321;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0018364000134170055;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0018521000165492296;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0018675000173971057;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.001883000019006431;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0018986000213772058;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.00191430002450943;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0019297999679110944;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0019459999748505652;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
0.0019616999779827893;0.5;0.3;0.5;0.3;0.1667;0.0667;1;1;0.015;0.015;5;6
