Timestamp;SP_Y1;SP_Y2;Y1;Y2;U1;U2;Is_Event_Y1;Is_Event_Y2;BETA_Y1;BETA_Y2;HMAX_Y1;HMAX_Y2
1.00000761449337e-07;0.5;0.3;0.0;0.0;0.0;0.0;1;1;0.01;0.01;5;6
1.8272656999761239;0.5;0.3;0.0;0.0;0.1125;0.4324;1;1;0.01;0.01;5;6
3.6539119000080973;0.5;0.3;0.2105;0.069;0.186;0.4324;1;1;0.01;0.01;5;6
5.480700900021475;0.5;0.3;0.4042;0.1375;0.2371;0.4324;1;1;0.01;0.01;5;6
7.307941999984905;0.5;0.3;0.5821;0.2041;0.2664;0.2754;1;1;0.01;0.01;5;6
9.134947300015483;0.5;0.3;0.6701;0.2451;0.2872;0.2754;1;1;0.01;0.01;5;6
10.962116800015792;0.5;0.3;0.7511;0.2845;0.2943;0.0361;1;1;0.01;0.01;5;6
12.789379699970596;0.5;0.3;0.7114;0.2871;0.3071;-0.0985;1;1;0.01;0.01;5;6
14.616538400005084;0.5;0.3;0.6126;0.271;0.3267;-0.1187;1;1;0.01;0.01;5;6
16.443773499981035;0.5;0.3;0.5149;0.2545;0.3489;-0.063;1;1;0.01;0.01;5;6
18.270964499970432;0.5;0.3;0.4546;0.2487;0.3679;0.0162;1;1;0.01;0.01;5;6
20.09779949998483;0.5;0.3;0.4391;0.2561;0.3796;0.0777;1;1;0.01;0.01;5;6
21.924702999996953;0.5;0.3;0.4554;0.2727;0.3822;0.104;1;1;0.01;0.01;5;6
23.750967999978457;0.5;0.3;0.4835;0.2923;0.3767;0.0985;1;0;0.01;0.01;5;6
27.4044727999717;0.5;0.3;0.5166;0.3218;0.3652;0.0754;1;1;0.01;0.01;5;6
29.23120789998211;0.5;0.3;0.5262;0.3332;0.325;0.0576;1;1;0.01;0.01;5;6
31.05743490002351;0.5;0.3;0.5252;0.3391;0.3048;0.0308;1;1;0.01;0.01;5;6
32.883769600011874;0.5;0.3;0.5112;0.3396;0.2853;0.023;1;1;0.01;0.01;5;6
34.71093060000567;0.5;0.3;0.4942;0.3379;0.2666;0.0301;0;1;0.01;0.01;5;6
36.53768860001583;0.5;0.3;0.4817;0.3363;0.2483;0.0445;1;1;0.01;0.01;5;6
38.36447540001245;0.5;0.3;0.4767;0.3359;0.218;0.0583;1;1;0.01;0.01;5;6
40.19144139997661;0.5;0.3;0.4776;0.3358;0.2001;0.0679;1;1;0.01;0.01;5;6
