Timestamp;SP_Y1;SP_Y2;Y1;Y2;U1;U2;Is_Event_Y1;Is_Event_Y2;BETA_Y1;BETA_Y2;HMAX_Y1;HMAX_Y2
2.00001522898674e-07;0.5;0.3;0.0;0.0;0.0;0.0;1;1;0.01;0.01;5;6
0.02723170001991093;0.5;0.3;0.6533;0.3622;-0.1119;-0.0937;1;1;0.01;0.01;5;6
0.05186820001108572;0.5;0.3;0.4057;0.2566;0.4143;0.1765;1;1;0.01;0.01;5;6
0.07792419998440892;0.5;0.3;0.6141;0.347;-0.0121;-0.0149;1;1;0.01;0.01;5;6
0.10505040001589805;0.5;0.3;0.4778;0.289;0.3334;0.1884;1;1;0.01;0.01;5;6
0.1323460999992676;0.5;0.3;0.4775;0.2892;0.0904;0.0376;1;1;0.01;0.01;5;6
0.16086930001620203;0.5;0.3;0.5362;0.3192;0.2451;0.1218;1;1;0.01;0.01;5;6
0.18715170002542436;0.5;0.3;0.4559;0.277;0.0778;-0.0275;1;1;0.01;0.01;5;6
0.21427430002950132;0.5;0.3;0.5496;0.321;0.1576;0.1293;1;1;0.01;0.01;5;6
0.24062699999194592;0.5;0.3;0.4224;0.2709;0.1382;-0.0014;1;1;0.01;0.01;5;6
0.2677259999909438;0.5;0.3;0.5537;0.3225;0.1058;0.1227;1;1;0.01;0.01;5;6
0.29234500002348796;0.5;0.3;0.4875;0.2916;0.193;-0.0142;1;0;0.01;0.01;5;6
0.3218061000225134;0.5;0.3;0.5147;0.3043;0.111;0.1047;1;1;0.01;0.01;5;6
0.3481253000209108;0.5;0.3;0.484;0.2966;0.1541;-0.0021;1;0;0.01;0.01;5;6
0.3744332999922335;0.5;0.3;0.4675;0.289;0.2214;0.1963;1;1;0.01;0.01;5;6
0.40372910001315176;0.5;0.3;0.4725;0.2885;0.1212;0.0128;1;1;0.01;0.01;5;6
0.430253200000152;0.5;0.3;0.5247;0.3125;0.2219;0.1124;1;1;0.01;0.01;5;6
0.458423700009007;0.5;0.3;0.4682;0.2817;0.0845;0.0253;1;1;0.01;0.01;5;6
0.4845703999744728;0.5;0.3;0.513;0.3066;0.4393;0.1019;1;0;0.01;0.01;5;6
0.5098042999743484;0.5;0.3;0.4561;0.289;0.199;-0.0469;1;1;0.01;0.01;5;6
0.5358565999777056;0.5;0.3;0.3536;0.2487;0.3572;0.5;1;1;0.01;0.01;5;6
0.5632648000027984;0.5;0.3;0.4264;0.2838;-0.1671;-0.0399;1;1;0.01;0.01;5;6
0.5904001999879256;0.5;0.3;0.581;0.3367;0.187;0.0937;1;1;0.01;0.01;5;6
0.6166946000303142;0.5;0.3;0.3939;0.2523;-0.1152;0.1701;1;1;0.01;0.01;5;6
0.6440240999800153;0.5;0.3;0.5173;0.3194;-0.0004;-0.0858;1;1;0.01;0.01;5;6
0.6687143999733962;0.5;0.3;0.4935;0.2798;0.3679;0.2075;0;1;0.01;0.01;5;6
0.6950495999772102;0.5;0.3;0.5299;0.3203;-0.0673;-0.1875;1;1;0.01;0.01;5;6
0.7221515999990515;0.5;0.3;0.5719;0.3198;0.5;0.0498;1;1;0.01;0.01;5;6
0.7494806000031531;0.5;0.3;0.4384;0.2719;-0.0257;0.2114;1;1;0.01;0.01;5;6
0.7765543999848887;0.5;0.3;0.4757;0.2974;0.1227;-0.0071;1;0;0.01;0.01;5;6
0.8040142999961972;0.5;0.3;0.5484;0.3152;0.2232;0.004;1;1;0.01;0.01;5;6
0.8302993000252172;0.5;0.3;0.4888;0.296;0.1529;0.0319;1;0;0.01;0.01;5;6
0.8555831999983639;0.5;0.3;0.5316;0.3108;0.244;0.0927;1;1;0.01;0.01;5;6
